Heading A	Heading B	Heading C	Heading D	url A	url B	url C	url D	Long_Name	Short_Name	Units	Static_colourbar_url	Dynamic_colourbar_url	delta_t(yy/mm/dd/hr/mn/ss)
NH3	Column_Average	night	3	_ims_metopc_tir_qnrt_p3_	nh3	_night	_global_g0.5_qc0	IMS-NH3 (1night)	NH3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	empty
Ozone	Total	day	3	_ims_metopc_tir_qnrt_p3_	o04	_day	_global_g0.5_qc0	"IMS-Ozone (Total Col, 1day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o04.png	empty	empty
Ozone	0-6km	day	3	_ims_metopc_tir_qnrt_p3_	o02	_day	_global_g0.5_qc0	"IMS-Ozone (0-6km, 1day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o02.png	empty	empty
Ozone	6-12km	day	3	_ims_metopc_tir_qnrt_p3_	o08	_day	_global_g0.5_qc0	"IMS-Ozone (6-12km, 1day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o08.png	empty	empty
Ozone	Total	night	3	_ims_metopc_tir_qnrt_p3_	o04	_night	_global_g0.5_qc0	"IMS-Ozone (Total Col, 1night)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o04.png	empty	empty
Ozone	0-6km	night	3	_ims_metopc_tir_qnrt_p3_	o02	_night	_global_g0.5_qc0	"IMS-Ozone (0-6km, 1night)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o02.png	empty	empty
Ozone	6-12km	night	3	_ims_metopc_tir_qnrt_p3_	o08	_night	_global_g0.5_qc0	"IMS-Ozone (6-12km, 1night)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o08.png	empty	empty
SO2	Column_Average	day	3	_ims_metopc_tir_qnrt_p3_	so2	_day	_global_g0.5_qc0	IMS-SO2 (1day)	SO2	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_so2.png	empty	empty
SO2	Column_Average	night	3	_ims_metopc_tir_qnrt_p3_	so2	_night	_global_g0.5_qc0	IMS-SO2 (1night)	SO2	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_so2.png	empty	empty
Surface Emissivity	M-IR Emissivity	day	3	_ims_metopc_tir_qnrt_p3_	emis	_day	_global_g0.5_qc0	IMS-IR-emis(1day)	EMIS	false colour	empty	empty	empty
Surface Emissivity	SW-IR Emissivity	day	3	_ims_metopc_tir_qnrt_p3_	swem	_day	_global_g0.5_qc0	IMS-SWIR-emis(1day)	EMIS	false colour	empty	empty	empty
Surface Emissivity	Microwave Emissivity	day	3	_ims_metopc_tir_qnrt_p3_	mwem	_day	_global_g0.5_qc0	IMS-MW-emis(1day)	EMIS	false colour	empty	empty	empty
Surface Emissivity	M-IR Emissivity	night	3	_ims_metopc_tir_qnrt_p3_	emis	_night	_global_g0.5_qc0	IMS-IR-emis(1night)	EMIS	false colour	empty	empty	empty
Surface Emissivity	SW-IR Emissivity	night	3	_ims_metopc_tir_qnrt_p3_	swem	_night	_global_g0.5_qc0	IMS-SWIR-emis(1night)	EMIS	false colour	empty	empty	empty
Surface Emissivity	Microwave Emissivity	night	3	_ims_metopc_tir_qnrt_p3_	mwem	_night	_global_g0.5_qc0	IMS-MW-emis(1night)	EMIS	false colour	empty	empty	empty
Temperature	Surface	day	3	_ims_metopc_tir_qnrt_p3_	tsk	_day	_global_g0.5_qc0	"IMS-T (Surface, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tsk.png	empty	empty
Temperature	1km	day	3	_ims_metopc_tir_qnrt_p3_	t01	_day	_global_g0.5_qc0	"IMS-T (1km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t01.png	empty	empty
Temperature	4km	day	3	_ims_metopc_tir_qnrt_p3_	t04	_day	_global_g0.5_qc0	"IMS-T (4km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t04.png	empty	empty
Temperature	8km	day	3	_ims_metopc_tir_qnrt_p3_	t08	_day	_global_g0.5_qc0	"IMS-T (8km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t08.png	empty	empty
Temperature	11km	day	3	_ims_metopc_tir_qnrt_p3_	t11	_day	_global_g0.5_qc0	"IMS-T (11km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t11.png	empty	empty
Temperature	15km	day	3	_ims_metopc_tir_qnrt_p3_	t15	_day	_global_g0.5_qc0	"IMS-T (15km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t15.png	empty	empty
Temperature	20km	day	3	_ims_metopc_tir_qnrt_p3_	t20	_day	_global_g0.5_qc0	"IMS-T (20km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t20.png	empty	empty
Temperature	Surface	night	3	_ims_metopc_tir_qnrt_p3_	tsk	_night	_global_g0.5_qc0	"IMS-T (Surface, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tsk.png	empty	empty
Temperature	1km	night	3	_ims_metopc_tir_qnrt_p3_	t01	_night	_global_g0.5_qc0	"IMS-T (1km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t01.png	empty	empty
Temperature	4km	night	3	_ims_metopc_tir_qnrt_p3_	t04	_night	_global_g0.5_qc0	"IMS-T (4km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t04.png	empty	empty
Temperature	8km	night	3	_ims_metopc_tir_qnrt_p3_	t08	_night	_global_g0.5_qc0	"IMS-T (8km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t08.png	empty	empty
Temperature	11km	night	3	_ims_metopc_tir_qnrt_p3_	t11	_night	_global_g0.5_qc0	"IMS-T (11km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t11.png	empty	empty
Temperature	15km	night	3	_ims_metopc_tir_qnrt_p3_	t15	_night	_global_g0.5_qc0	"IMS-T (15km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t15.png	empty	empty
Temperature	20km	night	3	_ims_metopc_tir_qnrt_p3_	t20	_night	_global_g0.5_qc0	"IMS-T (20km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t20.png	empty	empty
Water	TPW	day	3	_ims_metopc_tir_qnrt_p3_	tpw	_day	_global_g0.5_qc0	IMS-TPW (1day)	TPW	mm	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tpw.png	empty	empty
Water	1km	day	3	_ims_metopc_tir_qnrt_p3_	w01	_day	_global_g0.5_qc0	"IMS-H2O (1km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w01.png	empty	empty
Water	4km	day	3	_ims_metopc_tir_qnrt_p3_	w04	_day	_global_g0.5_qc0	"IMS-H2O (4km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w04.png	empty	empty
Water	8km	day	3	_ims_metopc_tir_qnrt_p3_	w08	_day	_global_g0.5_qc0	"IMS-H2O (8km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w08.png	empty	empty
Water	11km	day	3	_ims_metopc_tir_qnrt_p3_	w11	_day	_global_g0.5_qc0	"IMS-H2O (11km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w11.png	empty	empty
Water	15km	day	3	_ims_metopc_tir_qnrt_p3_	w15	_day	_global_g0.5_qc0	"IMS-H2O (15km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w15.png	empty	empty
Water	20km	day	3	_ims_metopc_tir_qnrt_p3_	w20	_day	_global_g0.5_qc0	"IMS-H2O (20km, 1day)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w20.png	empty	empty
Water	TPW	night	3	_ims_metopc_tir_qnrt_p3_	tpw	_night	_global_g0.5_qc0	IMS-TPW (1night)	TPW	mm	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tpw.png	empty	empty
Water	1km	night	3	_ims_metopc_tir_qnrt_p3_	w01	_night	_global_g0.5_qc0	"IMS-H2O (1km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w01.png	empty	empty
Water	4km	night	3	_ims_metopc_tir_qnrt_p3_	w04	_night	_global_g0.5_qc0	"IMS-H2O (4km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w04.png	empty	empty
Water	8km	night	3	_ims_metopc_tir_qnrt_p3_	w08	_night	_global_g0.5_qc0	"IMS-H2O (8km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w08.png	empty	empty
Water	11km	night	3	_ims_metopc_tir_qnrt_p3_	w11	_night	_global_g0.5_qc0	"IMS-H2O (11km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w11.png	empty	empty
Water	15km	night	3	_ims_metopc_tir_qnrt_p3_	w15	_night	_global_g0.5_qc0	"IMS-H2O (15km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w15.png	empty	empty
Water	20km	night	3	_ims_metopc_tir_qnrt_p3_	w20	_night	_global_g0.5_qc0	"IMS-H2O (20km, 1night)"	H2O	ppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_w20.png	empty	empty
Aerosol	H2SO4	day	7	_ims_metopc_tir_qnrt_p7_	aot0	_day	_global_g0.5_qc0	"IMS-Aerosol (H2SO4 AOT, 1day)"	H2SO4	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot0.png	empty	empty
Aerosol	Dust	day	7	_ims_metopc_tir_qnrt_p7_	aot1	_day	_global_g0.5_qc0	"IMS-Aerosol (Dust AOT, 1day)"	Dust	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot1.png	empty	empty
Aerosol	H2SO4	night	7	_ims_metopc_tir_qnrt_p7_	aot0	_night	_global_g0.5_qc0	"IMS-Aerosol (H2SO4 AOT, 1day)"	AOT0	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot0.png	empty	empty
Aerosol	Dust	night	7	_ims_metopc_tir_qnrt_p7_	aot1	_night	_global_g0.5_qc0	"IMS-Aerosol (Dust AOT, 1day)"	AOT1	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_aot1.png	empty	empty
AVHRR	False Colour	day	7	_ims_metopc_tir_qnrt_p7_	avhrr	_day	_global_g0.5_qc0	"IMS-Image (AVHRR, 1day)"	AVHRR	empty	empty	empty	empty
AVHRR	False Colour	night	7	_ims_metopc_tir_qnrt_p7_	avhrr	_night	_global_g0.5_qc0	"IMS-Image (AVHRR, 1night)"	AVHRR	empty	empty	empty	empty
CH3OH	Column_Average	day	7	_ims_metopc_tir_qnrt_p7_	ch3oh	_day	_global_g0.5_qc0	IMS-CH3OH (1day)	CH3OH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_ch3oh.png	empty	empty
CH3OH	Column_Average	night	7	_ims_metopc_tir_qnrt_p7_	ch3oh	_night	_global_g0.5_qc0	IMS-CH3OH (1night)	CH3OH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_ch3oh.png	empty	empty
Cloud	Fraction*height	day	7	_ims_metopc_tir_qnrt_p7_	cfh	_day	_global_g0.5_qc0	"IMS-Effective Cloud (CTF*CTH/5, 1day)"	Cld.Eff.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfh.png	empty	empty
Cloud	Fraction	day	7	_ims_metopc_tir_qnrt_p7_	cfr	_day	_global_g0.5_qc0	"IMS-Cloud (CTF, 1day)"	Cld.Frac	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfr.png	empty	empty
Cloud	Height	day	7	_ims_metopc_tir_qnrt_p7_	cth	_day	_global_g0.5_qc0	"IMS-Cloud (CTh, 1day)"	Cld.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cth.png	empty	empty
Cloud	Fraction*height	night	7	_ims_metopc_tir_qnrt_p7_	cfh	_night	_global_g0.5_qc0	"IMS-Effective Cloud (CTF*CTH/5, 1night)"	Cld.Eff.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfh.png	empty	empty
Cloud	Fraction	night	7	_ims_metopc_tir_qnrt_p7_	cfr	_night	_global_g0.5_qc0	"IMS-Cloud (CTF, 1night)"	Cld.Frac	empty	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cfr.png	empty	empty
Cloud	Height	night	7	_ims_metopc_tir_qnrt_p7_	cth	_night	_global_g0.5_qc0	"IMS-Cloud (CTh, 1night)"	Cld.Hgt	km	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_cth.png	empty	empty
CO	Total	day	7	_ims_metopc_tir_qnrt_p7_	c04	_day	_global_g0.5_qc0	"IMS-CO (Total Col, 1day)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c04.png	empty	empty
CO	0-6km	day	7	_ims_metopc_tir_qnrt_p7_	c02	_day	_global_g0.5_qc0	"IMS-CO (0-6km, 1day)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c02.png	empty	empty
CO	6-12km	day	7	_ims_metopc_tir_qnrt_p7_	c08	_day	_global_g0.5_qc0	"IMS-CO (6-12km, 1day)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c08.png	empty	empty
CO	Total	night	7	_ims_metopc_tir_qnrt_p7_	c04	_night	_global_g0.5_qc0	"IMS-CO (Total Col, 1night)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c04.png	empty	empty
CO	0-6km	night	7	_ims_metopc_tir_qnrt_p7_	c02	_night	_global_g0.5_qc0	"IMS-CO (0-6km, 1night)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c02.png	empty	empty
CO	6-12km	night	7	_ims_metopc_tir_qnrt_p7_	c08	_night	_global_g0.5_qc0	"IMS-CO (6-12km, 1night)"	CO	xppmv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_c08.png	empty	empty
HCOOH	Column_Average	day	7	_ims_metopc_tir_qnrt_p7_	hcooh	_day	_global_g0.5_qc0	IMS-HCOOH(1day)	HCOOH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_hcooh.png	empty	empty
HCOOH	Column_Average	night	7	_ims_metopc_tir_qnrt_p7_	hcooh	_night	_global_g0.5_qc0	IMS-HCOOH(1night)	HCOOH	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_hcooh.png	empty	empty
HNO3	Column_Average	day	7	_ims_metopc_tir_qnrt_p7_	hno3	_day	_global_g0.5_qc0	IMS-HNO3 (1day)	HNO3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	empty
HNO3	Column_Average	night	7	_ims_metopc_tir_qnrt_p7_	hno3	_night	_global_g0.5_qc0	IMS-HNO3 (1night)	HNO3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	empty
NH3	Column_Average	day	7	_ims_metopc_tir_qnrt_p7_	nh3	_day	_global_g0.5_qc0	IMS-NH3 (1day)	NH3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	empty
NH3	Column_Average	night	7	_ims_metopc_tir_qnrt_p7_	nh3	_night	_global_g0.5_qc0	IMS-NH3 (1night)	NH3	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_nh3.png	empty	empty
Ozone	Total	day	7	_ims_metopc_tir_qnrt_p7_	o04	_day	_global_g0.5_qc0	"IMS-Ozone (Total Col, 1day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o04.png	empty	empty
Ozone	0-6km	day	7	_ims_metopc_tir_qnrt_p7_	o02	_day	_global_g0.5_qc0	"IMS-Ozone (0-6km, 1day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o02.png	empty	empty
Ozone	6-12km	day	7	_ims_metopc_tir_qnrt_p7_	o08	_day	_global_g0.5_qc0	"IMS-Ozone (6-12km, 1day)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o08.png	empty	empty
Ozone	Total	night	7	_ims_metopc_tir_qnrt_p7_	o04	_night	_global_g0.5_qc0	"IMS-Ozone (Total Col, 1night)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o04.png	empty	empty
Ozone	0-6km	night	7	_ims_metopc_tir_qnrt_p7_	o02	_night	_global_g0.5_qc0	"IMS-Ozone (0-6km, 1night)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o02.png	empty	empty
Ozone	6-12km	night	7	_ims_metopc_tir_qnrt_p7_	o08	_night	_global_g0.5_qc0	"IMS-Ozone (6-12km, 1night)"	Ozone	DU	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_o08.png	empty	empty
SO2	Column_Average	day	7	_ims_metopc_tir_qnrt_p7_	so2	_day	_global_g0.5_qc0	IMS-SO2 (1day)	SO2	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_so2.png	empty	empty
SO2	Column_Average	night	7	_ims_metopc_tir_qnrt_p7_	so2	_night	_global_g0.5_qc0	IMS-SO2 (1night)	SO2	ppbv	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_so2.png	empty	empty
Surface Emissivity	M-IR Emissivity	day	7	_ims_metopc_tir_qnrt_p7_	emis	_day	_global_g0.5_qc0	IMS-IR-emis(1day)	EMIS	false colour	empty	empty	empty
Surface Emissivity	SW-IR Emissivity	day	7	_ims_metopc_tir_qnrt_p7_	swem	_day	_global_g0.5_qc0	IMS-SWIR-emis(1day)	EMIS	false colour	empty	empty	empty
Surface Emissivity	Microwave Emissivity	day	7	_ims_metopc_tir_qnrt_p7_	mwem	_day	_global_g0.5_qc0	IMS-MW-emis(1day)	EMIS	false colour	empty	empty	empty
Surface Emissivity	M-IR Emissivity	night	7	_ims_metopc_tir_qnrt_p7_	emis	_night	_global_g0.5_qc0	IMS-IR-emis(1night)	EMIS	false colour	empty	empty	empty
Surface Emissivity	SW-IR Emissivity	night	7	_ims_metopc_tir_qnrt_p7_	swem	_night	_global_g0.5_qc0	IMS-SWIR-emis(1night)	EMIS	false colour	empty	empty	empty
Surface Emissivity	Microwave Emissivity	night	7	_ims_metopc_tir_qnrt_p7_	mwem	_night	_global_g0.5_qc0	IMS-MW-emis(1night)	EMIS	false colour	empty	empty	empty
Temperature	Surface	day	7	_ims_metopc_tir_qnrt_p7_	tsk	_day	_global_g0.5_qc0	"IMS-T (Surface, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tsk.png	empty	empty
Temperature	1km	day	7	_ims_metopc_tir_qnrt_p7_	t01	_day	_global_g0.5_qc0	"IMS-T (1km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t01.png	empty	empty
Temperature	4km	day	7	_ims_metopc_tir_qnrt_p7_	t04	_day	_global_g0.5_qc0	"IMS-T (4km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t04.png	empty	empty
Temperature	8km	day	7	_ims_metopc_tir_qnrt_p7_	t08	_day	_global_g0.5_qc0	"IMS-T (8km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t08.png	empty	empty
Temperature	11km	day	7	_ims_metopc_tir_qnrt_p7_	t11	_day	_global_g0.5_qc0	"IMS-T (11km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t11.png	empty	empty
Temperature	15km	day	7	_ims_metopc_tir_qnrt_p7_	t15	_day	_global_g0.5_qc0	"IMS-T (15km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t15.png	empty	empty
Temperature	20km	day	7	_ims_metopc_tir_qnrt_p7_	t20	_day	_global_g0.5_qc0	"IMS-T (20km, 1day)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t20.png	empty	empty
Temperature	Surface	night	7	_ims_metopc_tir_qnrt_p7_	tsk	_night	_global_g0.5_qc0	"IMS-T (Surface, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tsk.png	empty	empty
Temperature	1km	night	7	_ims_metopc_tir_qnrt_p7_	t01	_night	_global_g0.5_qc0	"IMS-T (1km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t01.png	empty	empty
Temperature	4km	night	7	_ims_metopc_tir_qnrt_p7_	t04	_night	_global_g0.5_qc0	"IMS-T (4km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t04.png	empty	empty
Temperature	8km	night	7	_ims_metopc_tir_qnrt_p7_	t08	_night	_global_g0.5_qc0	"IMS-T (8km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t08.png	empty	empty
Temperature	11km	night	7	_ims_metopc_tir_qnrt_p7_	t11	_night	_global_g0.5_qc0	"IMS-T (11km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t11.png	empty	empty
Temperature	15km	night	7	_ims_metopc_tir_qnrt_p7_	t15	_night	_global_g0.5_qc0	"IMS-T (15km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t15.png	empty	empty
Temperature	20km	night	7	_ims_metopc_tir_qnrt_p7_	t20	_night	_global_g0.5_qc0	"IMS-T (20km, 1night)"	T	K	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_t20.png	empty	empty
Water	TPW	day	7	_ims_metopc_tir_qnrt_p7_	tpw	_day	_global_g0.5_qc0	IMS-TPW (1day)	TPW	mm	http://gws-access.jasmin.ac.uk/public/rsgnceo/nrt/qnrt_ims_iasi_metopc/quick_look_cesium/legend/cb_tpw.png	empty	empty
